
TIME STEP:
125 = 20us

VOLTAGE STEP:
CH1:  32 = 0.3V
CH2:  32 = 0.3V
GND	138	132
N	CH1	CH2

0	125	87
1	125	87
2	125	88
3	124	87
4	124	87
5	124	87
6	124	87
7	123	87
8	123	87
9	123	87
10	123	87
11	123	87
12	122	87
13	122	87
14	122	87
15	121	87
16	121	87
17	121	87
18	121	87
19	120	87
20	120	87
21	120	87
22	120	87
23	119	87
24	119	86
25	119	87
26	118	87
27	119	87
28	118	87
29	118	87
30	118	87
31	118	87
32	117	87
33	117	87
34	117	87
35	116	87
36	117	87
37	116	87
38	116	87
39	116	86
40	116	86
41	115	86
42	115	86
43	115	87
44	114	86
45	115	87
46	114	87
47	114	86
48	114	86
49	113	87
50	113	86
51	113	87
52	113	86
53	113	86
54	113	86
55	112	86
56	112	86
57	112	86
58	112	86
59	112	86
60	112	86
61	111	86
62	111	86
63	111	86
64	110	86
65	110	86
66	110	86
67	110	86
68	110	86
69	110	86
70	109	86
71	109	86
72	109	86
73	109	86
74	109	86
75	109	86
76	108	86
77	108	86
78	108	86
79	108	86
80	108	86
81	108	86
82	108	86
83	107	86
84	107	86
85	107	86
86	107	86
87	107	86
88	107	86
89	106	86
90	107	86
91	107	86
92	105	85
93	106	85
94	105	86
95	105	86
96	105	86
97	105	85
98	105	85
99	105	86
100	105	86
101	105	85
102	104	85
103	105	85
104	105	85
105	104	85
106	104	85
107	104	85
108	104	86
109	104	85
110	104	85
111	104	86
112	103	85
113	103	86
114	103	85
115	103	85
116	103	85
117	102	85
118	102	85
119	102	85
120	102	85
121	102	85
122	102	85
123	102	85
124	101	85
125	101	85
126	101	85
127	101	85
128	101	85
129	101	85
130	101	85
131	100	85
132	100	85
133	100	85
134	100	85
135	100	85
136	100	85
137	100	85
138	100	85
139	100	85
140	100	85
141	100	85
142	99	85
143	100	85
144	99	84
145	99	85
146	100	85
147	99	85
148	99	85
149	99	85
150	99	85
151	99	85
152	99	85
153	99	85
154	98	85
155	99	85
156	98	85
157	98	85
158	98	85
159	98	85
160	98	85
161	97	84
162	98	85
163	97	84
164	97	84
165	97	85
166	97	85
167	97	85
168	97	85
169	97	85
170	97	85
171	97	85
172	97	85
173	97	84
174	97	85
175	97	85
176	97	85
177	96	85
178	96	84
179	96	85
180	96	84
181	96	84
182	96	84
183	95	85
184	96	85
185	95	84
186	96	84
187	96	85
188	95	84
189	96	85
190	95	85
191	95	84
192	95	84
193	95	84
194	95	85
195	95	84
196	94	85
197	95	84
198	95	84
199	94	84
200	94	84
201	94	85
202	94	84
203	94	85
204	94	85
205	94	84
206	94	84
207	94	84
208	94	84
209	94	84
210	94	85
211	94	84
212	93	83
213	93	84
214	93	84
215	93	84
216	93	84
217	93	84
218	93	84
219	93	84
220	93	84
221	93	84
222	93	84
223	93	85
224	93	84
225	93	84
226	93	84
227	92	84
228	92	84
229	92	84
230	92	84
231	92	84
232	92	84
233	92	84
234	92	84
235	92	85
236	92	85
237	92	85
238	92	85
239	92	85
240	92	86
241	92	85
242	92	86
243	92	86
244	91	87
245	92	87
246	91	86
247	92	87
248	91	87
249	92	88
250	91	89
251	92	89
252	91	89
253	92	89
254	91	89
255	91	90
256	91	90
257	91	90
258	92	91
259	92	91
260	91	91
261	92	91
262	92	91
263	91	92
264	91	92
265	91	93
266	91	93
267	92	93
268	91	93
269	92	94
270	91	94
271	91	95
272	92	95
273	92	95
274	92	95
275	92	96
276	92	95
277	92	96
278	92	96
279	92	96
280	92	97
281	92	97
282	92	97
283	92	97
284	92	97
285	92	98
286	92	98
287	92	99
288	92	99
289	92	99
290	92	100
291	92	100
292	92	100
293	92	100
294	92	101
295	92	101
296	92	101
297	92	102
298	92	102
299	93	102
300	93	103
301	93	103
302	93	103
303	93	103
304	94	103
305	94	104
306	94	105
307	94	105
308	93	105
309	94	105
310	94	105
311	94	105
312	94	106
313	94	106
314	94	107
315	94	107
316	94	107
317	95	107
318	95	108
319	95	108
320	95	109
321	95	109
322	95	109
323	95	110
324	95	110
325	95	110
326	95	110
327	96	111
328	95	111
329	96	111
330	96	111
331	97	112
332	97	111
333	97	112
334	97	113
335	97	113
336	97	114
337	97	114
338	97	114
339	97	115
340	97	115
341	97	115
342	97	115
343	97	115
344	97	115
345	98	116
346	97	117
347	98	117
348	98	117
349	98	117
350	99	117
351	99	118
352	99	118
353	99	118
354	99	119
355	99	119
356	99	119
357	99	119
358	100	120
359	100	120
360	100	121
361	100	121
362	100	122
363	100	122
364	100	122
365	100	122
366	100	122
367	101	123
368	101	123
369	101	123
370	102	124
371	101	124
372	102	124
373	102	125
374	102	125
375	102	125
376	102	126
377	103	126
378	103	126
379	103	127
380	103	127
381	103	127
382	103	127
383	103	127
384	104	128
385	104	128
386	104	129
387	104	129
388	105	129
389	105	130
390	105	130
391	105	130
392	105	131
393	105	131
