
TIME STEP:
125 = 1ms

VOLTAGE STEP:
CH1:  32 = 0.3V
CH2:  32 = 0.3V
GND	138	132
N	CH1	CH2

0	127	191
1	128	190
2	127	190
3	127	191
4	127	190
5	127	190
6	127	190
7	127	191
8	127	191
9	127	190
10	128	190
11	127	190
12	127	190
13	127	191
14	127	191
15	127	190
16	128	190
17	127	190
18	127	190
19	127	191
20	127	191
21	128	190
22	127	191
23	127	190
24	127	190
25	127	191
26	127	191
27	128	191
28	127	191
29	127	190
30	127	191
31	127	191
32	127	191
33	127	190
34	127	190
35	127	190
36	128	190
37	127	190
38	127	190
39	127	190
40	127	191
41	127	191
42	127	190
43	127	191
44	127	191
45	127	190
46	127	190
47	127	191
48	127	190
49	127	190
50	127	191
51	127	190
52	127	190
53	127	190
54	127	190
55	127	191
56	127	190
57	127	190
58	127	191
59	127	191
60	127	191
61	127	190
62	127	190
63	127	191
64	127	191
65	127	190
66	127	190
67	127	191
68	127	191
69	127	190
70	127	190
71	127	191
72	127	190
73	127	190
74	127	190
75	128	190
76	127	190
77	127	190
78	127	190
79	127	191
80	127	190
81	127	190
82	128	190
83	127	190
84	127	190
85	127	191
86	127	190
87	127	190
88	127	190
89	127	190
90	127	190
91	127	190
92	127	190
93	127	190
94	127	190
95	127	190
96	127	190
97	127	190
98	127	191
99	127	190
100	127	190
101	127	190
102	127	190
103	127	190
104	127	191
105	127	191
106	127	190
107	127	190
108	127	191
109	127	190
110	127	190
111	127	190
112	128	190
113	127	190
114	127	191
115	127	190
116	127	190
117	127	191
118	128	190
119	127	190
120	127	190
121	127	190
122	127	190
123	127	190
124	127	190
125	127	191
126	127	190
127	127	190
128	127	190
129	127	190
130	127	190
131	127	190
132	127	191
133	127	191
134	127	190
135	127	191
136	127	190
137	127	190
138	127	191
139	127	191
140	127	190
141	127	190
142	127	190
143	127	191
144	127	191
145	127	190
146	127	190
147	127	190
148	127	190
149	127	190
150	127	190
151	127	191
152	127	191
153	127	190
154	127	190
155	127	190
156	127	190
157	127	190
158	127	190
159	127	190
160	127	190
161	127	190
162	127	190
163	127	190
164	127	190
165	127	190
166	127	190
167	127	191
168	127	191
169	127	191
170	128	190
171	127	190
172	127	190
173	127	190
174	127	191
175	127	190
176	127	190
177	127	191
178	127	190
179	127	190
180	127	191
181	127	190
182	127	190
183	127	190
184	127	191
185	127	190
186	127	191
187	127	190
188	127	191
189	127	191
190	127	190
191	128	190
192	127	190
193	127	191
194	128	190
195	127	190
196	127	191
197	127	191
198	127	190
199	127	190
200	127	190
201	127	191
202	127	191
203	128	191
204	127	190
205	127	190
206	127	190
207	127	190
208	127	190
209	127	190
210	128	190
211	128	191
212	127	191
213	127	190
214	127	190
215	127	190
216	127	190
217	127	190
218	127	190
219	127	191
220	127	190
221	127	190
222	127	191
223	127	190
224	127	190
225	127	190
226	127	190
227	127	191
228	127	190
229	127	190
230	127	190
231	127	191
232	127	191
233	127	190
234	127	190
235	127	190
236	127	190
237	127	191
238	127	190
239	127	190
240	127	191
241	127	190
242	127	191
243	127	190
244	127	190
245	127	191
246	127	190
247	127	190
248	127	190
249	127	190
250	127	190
251	127	190
252	127	190
253	127	190
254	127	191
255	127	191
256	127	191
257	127	190
258	127	190
259	127	190
260	127	190
261	127	191
262	127	190
263	127	191
264	127	191
265	127	190
266	127	191
267	127	190
268	127	191
269	127	190
270	127	190
271	127	191
272	127	191
273	127	190
274	127	190
275	127	190
276	127	191
277	127	191
278	127	190
279	127	190
280	127	190
281	128	190
282	127	190
283	127	190
284	127	190
285	127	190
286	127	190
287	127	190
288	127	190
289	127	190
290	127	190
291	127	191
292	127	191
293	127	190
294	127	190
295	128	191
296	127	190
297	127	190
298	127	190
299	128	191
300	127	190
301	127	190
302	127	191
303	127	191
304	127	191
305	127	190
306	127	190
307	128	190
308	127	190
309	127	190
310	127	190
311	127	190
312	127	191
313	127	191
314	127	190
315	128	191
316	127	191
317	127	190
318	128	190
319	127	191
320	128	190
321	127	190
322	127	190
323	127	190
324	127	190
325	127	190
326	127	190
327	128	191
328	127	190
329	127	190
330	127	190
331	127	190
332	127	191
333	127	190
334	127	190
335	127	190
336	127	190
337	127	190
338	127	190
339	127	190
340	127	190
341	127	190
342	127	191
343	127	190
344	127	190
345	127	190
346	127	190
347	128	191
348	127	191
349	127	190
350	127	190
351	128	190
352	127	190
353	127	190
354	127	190
355	127	190
356	127	191
357	127	190
358	127	190
359	127	191
360	127	190
361	127	190
362	127	190
363	127	190
364	127	190
365	127	191
366	127	190
367	127	190
368	127	190
369	127	190
370	127	191
371	127	190
372	127	190
373	127	190
374	127	190
375	127	190
376	127	190
377	127	190
378	127	190
379	127	190
380	127	190
381	127	190
382	127	190
383	127	190
384	127	190
385	127	190
386	127	191
387	127	190
388	127	190
389	127	190
390	127	190
391	127	191
392	127	190
393	37	90
