Abscissa	Profile 1
x	y
[]	[]
211.03901	723.13996
212.0392	718.67293
213.03938	716.71199
214.03957	713.50352
215.03975	712.87091
216.03994	712.0539
217.04012	708.0038
218.04031	706.28981
219.04049	706.51943
220.04068	706.04971
221.04086	706.88575
222.04105	706.09731
223.04123	705.97456
224.04142	706.00397
225.0416	706.91948
226.04179	707.5451
227.04197	708.67934
228.04216	709.45274
229.04234	709.69467
230.04253	709.83407
231.04271	712.63872
232.0429	711.89365
233.04308	712.93138
234.04327	713.50015
235.04345	714.72727
236.04364	716.05881
237.04382	718.98968
238.044	717.34975
239.04419	720.43088
240.04437	720.75069
241.04456	721.27125
242.04474	719.90977
243.04493	722.68912
244.04511	725.10359
245.0453	725.44861
246.04548	727.05994
247.04567	727.44373
248.04585	728.88849
249.04604	728.63728
250.04622	730.96524
251.04641	733.23465
252.04659	734.70201
253.04678	736.1538
254.04696	738.29088
255.04715	740.28307
256.04733	741.67242
257.04752	744.37707
258.0477	746.37251
259.04789	749.45103
260.04807	753.62895
261.04826	754.6046
262.04844	757.3125
263.04863	759.73381
264.04881	762.98118
265.049	766.72668
266.04918	768.37413
267.04937	772.57586
268.04955	776.22653
269.04974	780.89753
270.04992	784.79039
271.05011	787.26886
272.05029	791.22033
273.05048	796.10829
274.05066	801.42032
275.05085	805.83185
276.05103	809.26831
277.05122	811.94193
278.0514	815.48819
279.05159	819.37223
280.05177	822.48328
281.05196	827.17694
282.05214	828.24608
283.05233	833.30995
284.05251	835.3527
285.05269	837.20434
286.05288	836.86341
287.05306	839.7693
288.05325	841.38549
289.05343	840.38605
290.05362	840.24102
291.0538	839.66158
292.05399	840.45285
293.05417	840.0153
294.05436	837.60672
295.05454	836.81288
296.05473	832.42281
297.05491	829.83244
298.0551	828.00335
299.05528	824.11628
300.05547	819.97443
301.05565	815.09747
302.05584	810.91895
303.05602	806.27147
304.05621	802.36845
305.05639	795.48985
306.05658	789.40457
307.05676	785.43074
308.05695	777.7548
309.05713	770.52968
310.05732	763.07903
311.0575	755.00866
312.05769	749.3595
313.05787	741.98799
314.05806	733.38442
315.05824	725.73302
316.05843	719.82722
317.05861	712.33247
318.0588	701.93128
319.05898	694.4942
320.05917	687.97612
321.05935	680.87922
322.05954	670.85861
323.05972	662.06892
324.05991	655.08881
325.06009	648.23808
326.06028	640.85459
327.06046	632.94009
328.06065	624.182
329.06083	616.16769
330.06102	610.5035
331.0612	600.86017
332.06138	592.30361
333.06157	584.71921
334.06175	576.11358
335.06194	567.99617
336.06212	559.54183
337.06231	550.78704
338.06249	542.67237
339.06268	532.98216
340.06286	522.99762
341.06305	514.21517
342.06323	503.29303
343.06342	493.67471
344.0636	484.56447
345.06379	474.58374
346.06397	463.98012
347.06416	453.75766
348.06434	442.04
349.06453	432.89033
350.06471	421.62455
351.0649	410.29594
352.06508	399.42815
353.06527	387.07665
354.06545	374.95574
355.06564	363.07777
356.06582	352.86005
357.06601	342.39351
358.06619	330.63753
359.06638	319.69971
360.06656	307.31434
361.06675	296.49355
362.06693	285.87787
363.06712	275.55075
364.0673	265.03715
365.06749	253.87071
366.06767	243.83264
367.06786	232.85142
368.06804	223.95691
369.06823	213.85997
370.06841	205.61301
371.0686	196.11352
372.06878	187.72227
373.06897	177.91653
374.06915	169.82604
375.06934	161.32514
376.06952	153.67487
377.06971	146.1348
378.06989	139.04267
379.07007	132.41458
380.07026	125.34034
381.07044	119.04381
382.07063	112.35735
383.07081	106.79433
384.071	101.4578
385.07118	96.476399
386.07137	90.637872
387.07155	85.423618
388.07174	80.60259
389.07192	76.39313
390.07211	72.242371
391.07229	68.067262
392.07248	63.804869
393.07266	60.279345
394.07285	56.786949
395.07303	53.291608
396.07322	49.860802
397.0734	46.918766
398.07359	44.117589
399.07377	41.453513
400.07396	38.839811
401.07414	36.805632
402.07433	34.418373
403.07451	32.333444
404.0747	30.540745
405.07488	28.97133
406.07507	27.521475
407.07525	25.997745
408.07544	24.451018
409.07562	23.263053
410.07581	22.44776
411.07599	21.419034
412.07618	20.785315
413.07636	19.936616
414.07655	19.382637
415.07673	18.755002
416.07692	18.410324
417.0771	17.864562
418.07729	17.453275
419.07747	17.378306
420.07766	17.149506
421.07784	17.161383
422.07803	17.070777
423.07821	17.18182
424.0784	17.082196
425.07858	17.206995
426.07876	17.312203
427.07895	17.643437
428.07913	18.367037
429.07932	18.825214
430.0795	19.006839
431.07969	19.156791
432.07987	19.25895
433.08006	19.425382
434.08024	19.755136
435.08043	20.205269
436.08061	20.627107
437.0808	20.738282
438.08098	21.227599
439.08117	21.433865
440.08135	21.803746
441.08154	22.565864
442.08172	22.948119
443.08191	23.158436
444.08209	23.116932
445.08228	23.144006
446.08246	23.220753
447.08265	23.537094
448.08283	23.571156
449.08302	23.564037
450.0832	23.522695
451.08339	23.424115
452.08357	23.582305
453.08376	23.422694
454.08394	23.245123
455.08413	23.090897
456.08431	22.49531
457.0845	22.20655
458.08468	21.930834
459.08487	21.879467
460.08505	21.453324
461.08524	20.955264
462.08542	20.588021
463.08561	20.310984
464.08579	19.951843
465.08598	19.518193
466.08616	19.270303
467.08635	18.896741
468.08653	18.635775
469.08672	18.40171
470.0869	18.0669
471.08709	17.694942
472.08727	17.398758
473.08745	17.232497
474.08764	16.595825
475.08782	16.445802
476.08801	16.094188
477.08819	15.933668
478.08838	15.699094
479.08856	15.474022
480.08875	15.235891
481.08893	14.927588
482.08912	14.732451
483.0893	14.607855
484.08949	14.550421
485.08967	14.3171
486.08986	14.185976
487.09004	14.023308
488.09023	13.959492
489.09041	14.029282
490.0906	13.925058
491.09078	13.989281
492.09097	14.009566
493.09115	13.996999
494.09134	13.963087
495.09152	14.07698
496.09171	14.101285
497.09189	14.235304
498.09208	14.240852
499.09226	14.455276
500.09245	14.656222
501.09263	14.763164
502.09282	14.942706
503.093	14.972073
504.09319	15.048131
505.09337	15.142636
506.09356	15.183772
507.09374	15.34326
508.09393	15.329089
509.09411	15.480619
510.0943	15.495144
511.09448	15.465902
512.09467	15.530674
513.09485	15.523477
514.09504	15.645042
515.09522	15.640758
516.09541	15.464642
517.09559	15.543241
518.09578	15.557776
519.09596	15.450828
520.09614	15.522347
521.09633	15.587757
522.09651	15.6119
523.0967	15.601732
524.09688	15.550504
525.09707	15.637899
526.09725	15.646395
527.09744	15.573828
528.09762	15.557773
529.09781	15.678174
530.09799	15.828614
531.09818	15.796757
532.09836	15.824175
533.09855	15.966756
534.09873	15.929637
535.09892	16.069833
536.0991	16.208406
537.09929	16.297913
538.09947	16.348303
539.09966	16.357014
540.09984	16.406958
541.10003	16.38666
542.10021	16.49866
543.1004	16.505078
544.10058	16.388437
545.10077	16.236861
546.10095	16.105395
547.10114	16.041381
548.10132	15.93404
549.10151	15.71538
550.10169	15.621292
551.10188	15.542587
552.10206	15.38038
553.10225	15.268406
554.10243	15.048623
555.10262	14.985936
556.1028	14.842019
557.10299	14.669144
558.10317	14.555153
559.10336	14.500432
560.10354	14.389266
561.10373	14.441388
562.10391	14.329979
563.1041	14.257627
564.10428	14.221674
565.10447	14.166688
566.10465	14.051335
567.10483	14.092547
568.10502	13.905746
569.1052	13.787711
570.10539	13.678911
571.10557	13.603703
572.10576	13.559539
573.10594	13.442005
574.10613	13.29346
575.10631	13.182438
576.1065	13.01321
577.10668	12.984343
578.10687	12.921347
579.10705	12.825107
580.10724	13.014137
581.10742	12.947214
582.10761	12.845416
583.10779	12.796247
584.10798	12.829408
585.10816	12.897559
586.10835	13.02794
587.10853	13.160828
588.10872	13.094863
589.1089	13.153096
590.10909	13.319221
591.10927	13.394013
592.10946	13.493072
593.10964	13.548585
594.10983	13.641457
595.11001	13.858382
596.1102	13.915227
597.11038	14.098347
598.11057	14.317902
599.11075	14.357782
600.11094	14.459044
601.11112	14.550499
602.11131	14.751414
603.11149	14.976942
604.11168	15.147253
605.11186	15.293833
606.11205	15.513261
607.11223	15.605738
608.11242	15.841617
609.1126	15.982599
610.11279	16.091663
611.11297	16.317749
612.11316	16.471539
613.11334	16.821831
614.11353	17.08288
615.11371	17.20178
616.11389	17.149446
617.11408	17.319166
618.11426	17.5469
619.11445	17.639604
620.11463	17.768716
621.11482	18.005679
622.115	17.971405
623.11519	18.169958
624.11537	18.162431
625.11556	18.397699
626.11574	18.517872
627.11593	18.571736
628.11611	18.784057
629.1163	18.802882
630.11648	18.821442
631.11667	18.904481
632.11685	18.815498
633.11704	18.684227
634.11722	18.733104
635.11741	18.594737
636.11759	18.432348
637.11778	18.16658
638.11796	17.791549
639.11815	17.497128
640.11833	17.227659
641.11852	16.865856
642.1187	16.646521
643.11889	16.132077
644.11907	15.766898
645.11926	15.375423
646.11944	15.057314
647.11963	14.703018
648.11981	14.310878
649.12	14.185341
650.12018	13.773267
651.12037	13.599168
652.12055	13.445134
653.12074	13.301795
654.12092	13.250676
655.12111	13.215853
656.12129	13.131491
657.12148	13.140223
658.12166	13.126796
659.12185	13.18836
660.12203	13.328283
661.12222	13.431932
662.1224	13.555625
663.12258	13.615829
664.12277	13.808172
665.12295	14.135756
666.12314	14.555536
667.12332	14.948409
668.12351	15.337343
669.12369	15.739443
670.12388	16.284069
671.12406	16.940083
672.12425	17.809857
673.12443	18.55796
674.12462	19.492538
675.1248	20.775398
676.12499	22.045783
677.12517	23.556133
678.12536	25.198976
679.12554	26.780334
680.12573	28.5879
681.12591	30.521992
682.1261	32.866981
683.12628	35.211122
684.12647	37.871057
685.12665	40.846665
686.12684	43.886089
687.12702	47.014115
688.12721	50.353386
689.12739	53.899832
690.12758	58.009047
691.12776	61.920888
692.12795	66.630458
693.12813	71.142382
694.12832	75.952294
695.1285	81.089628
696.12869	86.669971
697.12887	92.483143
698.12906	98.35866
699.12924	104.5673
700.12943	110.88759
701.12961	117.79961
702.1298	123.96781
703.12998	131.38303
704.13017	138.76464
705.13035	145.56204
706.13054	152.60308
707.13072	159.79492
708.13091	167.50437
709.13109	174.94996
710.13127	182.58854
711.13146	190.26916
712.13164	198.37819
713.13183	205.44159
714.13201	213.69426
715.1322	221.16459
716.13238	230.06971
717.13257	238.28356
718.13275	247.15759
719.13294	256.06706
720.13312	264.91261
721.13331	273.7842
722.13349	283.27003
723.13368	293.88702
724.13386	303.54122
725.13405	313.43405
726.13423	323.16831
727.13442	333.49879
728.1346	343.21741
729.13479	353.78225
730.13497	362.06736
731.13516	371.83665
732.13534	382.57629
733.13553	391.41625
734.13571	400.32571
735.1359	408.76945
736.13608	417.37597
737.13627	426.37869
738.13645	435.60562
739.13664	442.70803
740.13682	451.76984
741.13701	459.48176
742.13719	466.95157
743.13738	473.52179
744.13756	480.59811
745.13775	488.74452
746.13793	495.79218
747.13812	503.38871
748.1383	509.00313
749.13849	515.24579
750.13867	522.92338
751.13886	528.07839
752.13904	535.09389
753.13923	539.24498
754.13941	543.79049
755.1396	550.57291
756.13978	553.69076
757.13996	558.00196
758.14015	562.87579
759.14033	566.15865
760.14052	571.11417
761.1407	572.87046
762.14089	573.7844
763.14107	577.77495
764.14126	579.44998
765.14144	581.6447
766.14163	584.42241
767.14181	584.55149
768.142	586.68564
769.14218	586.48457
770.14237	587.30724
771.14255	588.23176
772.14274	586.33429
773.14292	587.88884
774.14311	587.3585
775.14329	587.06601
776.14348	588.02538
777.14366	585.49685
778.14385	584.14276
779.14403	584.96728
780.14422	585.03992
781.1444	585.62897
782.14459	585.77633
783.14477	583.58321
784.14496	581.49723
785.14514	580.28626
786.14533	578.68741
787.14551	578.89018
788.1457	576.67
789.14588	573.64805
790.14607	570.64769
791.14625	568.11875
792.14644	565.70882
793.14662	563.03909
794.14681	560.9129
795.14699	557.2821
796.14718	554.24552
797.14736	551.7156
798.14755	548.68499
799.14773	545.81977
800.14792	540.53872
801.1481	538.42707
802.14829	537.27493
803.14847	532.5009
804.14865	531.82401
805.14884	527.28061
806.14902	524.41833
807.14921	522.62959
808.14939	519.94266
809.14958	518.51864
810.14976	515.55975
811.14995	512.54186
812.15013	510.28147
813.15032	509.49296
814.1505	504.95763
815.15069	503.44888
816.15087	500.5077
817.15106	498.48739
818.15124	497.05354
819.15143	495.73614
820.15161	492.05222
821.1518	488.89776
822.15198	488.8104
823.15217	486.59621
824.15235	484.55504
825.15254	483.11715
826.15272	479.96098
827.15291	478.12032
828.15309	475.19515
829.15328	472.91729
830.15346	471.80927
831.15365	470.5016
832.15383	468.97768
833.15402	467.32035
834.1542	465.68397
835.15439	465.81251
836.15457	466.72665
837.15476	467.78586
838.15494	468.55857
839.15513	467.91834
840.15531	469.37607
841.1555	472.97998
842.15568	473.44443
843.15587	474.10016
844.15605	476.30108
845.15624	478.94794
846.15642	480.70627
847.15661	483.38989
848.15679	486.12849
849.15698	488.12485
850.15716	489.80439
851.15734	494.15971
852.15753	495.29783
853.15771	496.81195
854.1579	499.8108
855.15808	501.35794
856.15827	504.74941
857.15845	505.61226
858.15864	506.62464
859.15882	509.86544
860.15901	511.50878
861.15919	511.46855
862.15938	512.6513
863.15956	511.82394
864.15975	511.96883
865.15993	510.90535
866.16012	510.50835
867.1603	509.38637
868.16049	507.27951
869.16067	506.15543
870.16086	503.29068
871.16104	501.49355
872.16123	497.71333
873.16141	496.16017
874.1616	492.83708
875.16178	490.23054
876.16197	486.66663
877.16215	484.80564
878.16234	480.39295
879.16252	476.13431
880.16271	473.04267
881.16289	470.02497
882.16308	466.93694
883.16326	460.64153
884.16345	457.23902
885.16363	452.65241
886.16382	447.40588
887.164	443.29064
888.16419	437.41586
889.16437	432.39153
890.16456	426.73618
891.16474	421.24415
892.16493	417.28504
893.16511	411.91315
894.1653	406.6253
895.16548	400.06714
896.16567	395.26633
897.16585	389.54024
898.16603	384.37689
899.16622	379.60249
900.1664	373.40178
901.16659	368.78189
902.16677	364.2942
903.16696	358.16753
904.16714	353.5805
905.16733	347.86882
906.16751	343.62956
907.1677	338.44274
908.16788	332.52823
909.16807	326.93747
910.16825	321.98887
911.16844	316.73101
912.16862	311.89958
913.16881	306.08159
914.16899	301.16822
915.16918	294.76737
916.16936	287.89199
917.16955	281.80944
918.16973	275.33377
919.16992	268.60804
920.1701	261.39906
921.17029	254.20018
922.17047	247.3289
923.17066	239.03576
924.17084	231.6185
925.17103	224.20246
926.17121	215.94024
927.1714	208.28389
928.17158	200.5025
929.17177	193.77126
930.17195	186.30707
931.17214	179.85941
932.17232	172.93256
933.17251	166.16162
934.17269	159.59513
935.17288	153.06007
936.17306	147.62753
937.17325	141.61484
938.17343	135.90383
939.17362	130.93158
940.1738	126.33232
941.17399	120.92974
942.17417	116.1168
943.17436	112.6472
944.17454	108.42858
945.17472	104.12338
946.17491	100.54776
947.17509	96.742474
948.17528	93.48971
949.17546	89.984324
950.17565	86.593324
951.17583	83.751596
952.17602	80.610925
953.1762	77.780936
954.17639	74.578193
955.17657	71.746936
956.17676	69.272207
957.17694	66.623993
958.17713	64.049589
959.17731	61.805763
960.1775	58.818522
961.17768	56.299728
962.17787	54.465501
963.17805	52.256757
964.17824	50.282071
965.17842	48.043848
966.17861	46.144213
967.17879	44.132873
968.17898	42.479578
969.17916	40.472307
970.17935	38.359004
971.17953	36.743662
972.17972	35.113975
973.1799	33.407107
974.18009	31.854626
975.18027	30.223015
976.18046	28.703682
977.18064	27.106304
978.18083	25.714836
979.18101	24.420347
980.1812	23.066485
981.18138	22.036512
982.18157	20.785809
983.18175	19.731114
984.18194	18.682736
985.18212	17.754895
986.18231	16.943838
987.18249	16.184043
988.18268	15.603712
989.18286	15.195714
990.18305	14.680182
991.18323	14.31004
992.18341	14.056013
993.1836	13.812293
994.18378	13.735149
995.18397	13.709343
996.18415	13.723069
997.18434	13.797193
998.18452	13.833067
999.18471	13.717243
1000.1849	13.836794
1001.1851	13.846542
1002.1853	13.910892
1003.1854	13.835798
1004.1856	13.731132
1005.1858	13.723612
1006.186	13.740741
1007.1862	13.62652
1008.1864	13.611072
1009.1866	13.479531
1010.1867	13.526221
1011.1869	13.612316
1012.1871	13.560473
1013.1873	13.559277
1014.1875	13.657782
1015.1877	13.634126
1016.1879	13.682491
1017.188	13.888625
1018.1882	14.095942
1019.1884	14.277706
1020.1886	14.529095
1021.1888	14.905256
1022.189	15.135648
1023.1891	15.382024
1024.1893	15.734065
1025.1895	16.250905
1026.1897	16.617944
1027.1899	16.843821
1028.1901	17.104094
1029.1903	17.456743
1030.1904	17.836392
1031.1906	17.908183
1032.1908	17.825006
1033.191	18.036956
1034.1912	18.057776
1035.1914	18.075521
1036.1916	18.015177
1037.1917	17.886383
1038.1919	17.626866
1039.1921	17.483175
1040.1923	17.351885
