Abscissa	Profile 1
x	y
[]	[]
303	449.13338
304	462.7238
305	472.01102
306	477.3314
307	476.37745
308	466.98666
309	463.02009
310	469.5543
311	473.55468
312	475.50636
313	476.71875
314	474.36559
315	465.75791
316	468.72682
317	480.88101
318	487.94472
319	493.92857
320	496.53494
321	491.87303
322	484.7575
323	485.3821
324	488.98159
325	491.94259
326	495.78169
327	492.52151
328	483.46153
329	481.56742
330	485.4456
331	488.33536
332	490.52316
333	489.63918
334	481.74437
335	474.88516
336	476.2916
337	479.48339
338	482.17398
339	487.89031
340	483.85131
341	475.82903
342	473.52214
343	473.8418
344	470.0508
345	469.54433
346	471.60355
347	467.83174
348	464.23485
349	464.99665
350	458.52261
351	446.83619
352	443.61873
353	440.04659
354	438.19393
355	462.11852
356	514.92061
357	588.95225
358	703.11627
359	848.52428
360	944.37689
361	970.02577
362	953.25722
363	846.20863
364	551.37309
365	227.02407
366	55.173684
367	111.33042
368	348.70469
369	585.93501
370	630.53885
371	456.76302
372	204.52607
373	69.771956
374	146.40456
375	328.95823
376	399.47951
377	278.25166
378	106.4383
379	52.149246
380	123.06996
381	182.5368
382	128.94428
383	39.460362
384	24.730941
385	46.673172
386	34.41795
387	30.946728
388	61.392199
389	58.613408
390	24.59623
391	30.547845
392	57.222113
393	44.793225
394	17.775893
395	16.44142
396	22.764649
397	17.431569
398	12.783656
399	14.526308
400	17.080856
401	17.962938
402	17.129406
403	16.205779
404	19.019257
405	22.199072
406	17.882662
407	15.369141
408	23.934575
409	26.616297
410	17.547308
411	15.43817
412	20.864814
413	18.416425
414	12.363015
415	13.527301
416	16.027905
417	13.812635
418	11.521122
419	12.156251
420	12.038638
421	11.805145
422	12.585263
423	12.858266
424	14.344629
425	16.647891
426	15.53256
427	15.000932
428	16.472395
429	14.992127
430	13.508472
431	14.43615
432	13.676906
433	12.501526
434	12.796336
435	12.293371
436	11.710569
437	11.4265
438	11.591313
439	12.311589
440	12.301464
441	12.873087
442	13.482253
443	12.84448
444	12.18487
445	11.702245
446	10.982683
447	11.137242
448	11.094298
449	10.810511
450	10.758269
451	10.723023
452	10.935614
453	11.323214
454	12.109488
455	12.837896
456	12.98965
457	13.216517
458	13.004392
459	12.165024
460	11.896419
461	11.617047
462	11.384442
463	11.570705
464	12.156967
465	12.702498
466	12.901867
467	12.790213
468	12.67597
469	12.257216
470	12.07593
471	11.814824
472	11.620039
473	11.38054
474	11.417202
