Abscissa	Profile 1
x	y
[]	[]
100.8399	10.554413
101.83831	11.073402
102.83673	11.013335
103.83514	11.032545
104.83356	11.209321
105.83197	11.74943
106.83039	12.246206
107.8288	12.501579
108.82721	12.919856
109.82563	14.451056
110.82404	15.341611
111.82246	16.442975
112.82087	18.203213
113.81929	19.992411
114.8177	21.770485
115.81612	24.798105
116.81453	27.634798
117.81295	31.05602
118.81136	34.18654
119.80978	36.711638
120.80819	39.897588
121.80661	41.773516
122.80502	44.117709
123.80344	46.604064
124.80185	47.015095
125.80027	46.708454
126.79868	45.825762
127.7971	44.291809
128.79551	41.147548
129.79393	38.22945
130.79234	34.68109
131.79076	30.16841
132.78917	26.718958
133.78759	22.039782
134.786	19.28503
135.78441	17.403496
136.78283	16.617346
137.78124	18.094952
138.77966	22.24096
139.77807	28.742792
140.77649	39.236114
141.7749	52.39044
142.77332	68.082435
143.77173	85.732758
144.77015	110.28041
145.76856	136.04015
146.76698	167.34682
147.76539	196.18461
148.76381	228.62608
149.76222	262.67312
150.76064	297.49216
151.75905	327.33851
152.75747	352.84639
153.75588	383.88843
154.7543	411.13087
155.75271	424.21238
156.75113	434.85321
157.74954	438.65993
158.74796	442.48609
159.74637	430.95705
160.74479	416.0663
161.7432	395.73505
162.74161	367.05001
163.74003	340.8353
164.73844	304.7394
165.73686	269.44887
166.73527	233.99049
167.73369	190.22656
168.7321	147.24411
169.73052	110.87085
170.72893	79.592715
171.72735	53.069322
172.72576	30.686723
173.72418	18.045864
174.72259	13.044978
175.72101	16.402498
176.71942	30.17409
177.71784	51.721621
178.71625	82.46941
179.71467	123.76379
180.71308	171.82258
181.7115	224.81197
182.70991	285.95159
183.70833	347.04896
184.70674	412.3946
185.70516	473.46145
186.70357	536.9224
187.70199	588.69306
188.7004	644.08072
189.69881	686.32549
190.69723	722.25898
191.69564	754.34845
192.69406	770.56821
193.69247	772.41371
194.69089	769.75265
195.6893	749.10848
196.68772	726.80168
197.68613	683.41586
198.68455	635.2905
199.68296	584.43923
200.68138	526.30193
201.67979	462.90327
202.67821	398.15728
203.67662	338.72676
204.67504	278.19854
205.67345	218.32417
206.67187	165.10633
